work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,EN,FT,Data Scientist,51432,EUR,57146,AT,0,AT,M
2024,EN,FT,Data Scientist,38580,EUR,42866,AT,0,AT,M
2024,EN,FT,Machine Learning Engineer,80000,EUR,88888,LU,50,DE,L
2024,SE,FT,Data Analyst,56000,EUR,62222,AT,0,AT,M
2024,SE,FT,Data Analyst,56000,EUR,62222,AT,0,AT,M
2024,MI,FT,Data Scientist,80000,USD,80000,DE,0,DE,M
2024,MI,FT,Data Scientist,76980,USD,76980,DE,0,DE,M
2024,MI,FT,Associate,80000,USD,80000,DE,0,DE,M
2024,MI,FT,Associate,76980,USD,76980,DE,0,DE,M
2024,SE,FT,Machine Learning Engineer,56000,EUR,62222,AT,0,AT,M
2024,SE,FT,Machine Learning Engineer,56000,EUR,62222,AT,0,AT,M
2024,MI,FT,Computer Vision Engineer,79600,EUR,88444,DE,0,DE,M
2024,MI,FT,Computer Vision Engineer,55500,EUR,61666,DE,0,DE,M
2024,SE,FT,Data Specialist,196500,USD,196500,DE,0,DE,M
2024,SE,FT,Data Specialist,97300,USD,97300,DE,0,DE,M
2024,SE,FT,Machine Learning Engineer,149000,EUR,165555,DE,100,DE,M
2024,SE,FT,Machine Learning Engineer,102000,EUR,113333,DE,100,DE,M
2024,SE,FT,Software Engineer,150000,CHF,170454,CH,0,CH,M
2024,SE,FT,Software Engineer,140000,CHF,159090,CH,0,CH,M
2024,SE,FT,Software Engineer,150000,CHF,170454,CH,0,CH,M
2024,SE,FT,Software Engineer,140000,CHF,159090,CH,0,CH,M
2024,SE,FT,Software Engineer,140000,EUR,155555,DE,100,DE,M
2024,SE,FT,Software Engineer,70000,EUR,77777,DE,100,DE,M
2024,EN,FT,AI Engineer,51432,EUR,57146,AT,0,AT,M
2024,EN,FT,AI Engineer,38580,EUR,42866,AT,0,AT,M
2024,EN,FT,DevOps Engineer,51432,EUR,57146,AT,0,AT,M
2024,EN,FT,DevOps Engineer,38580,EUR,42866,AT,0,AT,M
2024,EN,FT,Engineer,51432,EUR,57146,AT,0,AT,M
2024,EN,FT,Engineer,38580,EUR,42866,AT,0,AT,M
2024,SE,FT,Data Engineer,220000,USD,220000,DE,0,DE,M
2024,SE,FT,Data Engineer,96600,USD,96600,DE,0,DE,M
2024,SE,FT,Software Engineer,56000,EUR,62222,AT,0,AT,M
2024,SE,FT,Software Engineer,56000,EUR,62222,AT,0,AT,M
2024,SE,FT,Machine Learning Engineer,188000,EUR,208888,DE,100,DE,M
2024,SE,FT,Machine Learning Engineer,129000,EUR,143333,DE,100,DE,M
2024,EN,FT,DevOps Engineer,81936,CHF,93109,CH,0,CH,M
2024,EN,FT,DevOps Engineer,74544,CHF,84709,CH,0,CH,M
2024,EN,FT,Software Engineer,81936,CHF,93109,CH,0,CH,M
2024,EN,FT,Software Engineer,74544,CHF,84709,CH,0,CH,M
2024,MI,FT,Data Engineer,137000,USD,137000,DE,0,DE,M
2024,MI,FT,Data Engineer,60300,USD,60300,DE,0,DE,M
2024,EN,FT,Data Engineer,50000,EUR,55555,DE,0,DE,M
2024,EN,FT,Data Engineer,46000,EUR,51111,DE,0,DE,M
2024,MI,FT,Data Scientist,220000,USD,220000,DE,0,DE,M
2024,MI,FT,Data Scientist,96600,USD,96600,DE,0,DE,M
2024,SE,FT,Python Developer,80000,EUR,88888,DE,0,DE,M
2024,SE,FT,Python Developer,48000,EUR,53333,DE,0,DE,M
2024,SE,FT,Full Stack Engineer,72000,EUR,80000,DE,0,DE,M
2024,SE,FT,Full Stack Engineer,48000,EUR,53333,DE,0,DE,M
2024,SE,FT,Site Reliability Engineer,160000,CHF,181818,CH,0,CH,M
2024,SE,FT,Site Reliability Engineer,120000,CHF,136363,CH,0,CH,M
2024,MI,FT,Data Engineer,85000,EUR,94444,AT,0,AT,M
2024,MI,FT,Data Engineer,85000,EUR,94444,AT,0,AT,M
2024,EN,FT,Data Analyst,65000,EUR,72222,DE,100,DE,M
2024,EN,FT,Data Analyst,55000,EUR,61111,DE,100,DE,M
2024,SE,FT,Engineer,80000,EUR,88888,AT,100,AT,M
2024,SE,FT,Engineer,65000,EUR,72222,AT,100,AT,M
2024,SE,FT,Software Engineer,80000,EUR,88888,DE,0,DE,M
2024,SE,FT,Software Engineer,70000,EUR,77777,DE,0,DE,M
2024,SE,FT,Product Manager,109757,EUR,121952,DE,100,DE,M
2024,SE,FT,Product Manager,91464,EUR,101626,DE,100,DE,M
2024,EN,FT,Data Analyst,93000,USD,93000,DE,0,DE,M
2024,EN,FT,Data Analyst,83000,USD,83000,DE,0,DE,M
2024,SE,FT,Machine Learning Engineer,164000,EUR,182222,DE,0,DE,M
2024,SE,FT,Machine Learning Engineer,124000,EUR,137777,DE,0,DE,M
2024,SE,FT,Software Engineer,260000,USD,260000,DE,0,DE,M
2024,SE,FT,Software Engineer,216000,USD,216000,DE,0,DE,M
2024,SE,FT,Data Engineer,350000,USD,350000,DE,0,DE,M
2024,SE,FT,Data Engineer,287000,USD,287000,DE,0,DE,M
2024,SE,FT,AI Research Scientist,120000,EUR,133333,DE,100,DE,M
2024,MI,FT,Data Scientist,172000,USD,172000,DE,0,DE,M
2024,MI,FT,Data Scientist,75600,USD,75600,DE,0,DE,M
2024,EN,FT,Data Analyst,93000,USD,93000,DE,0,DE,M
2024,EN,FT,Data Analyst,83000,USD,83000,DE,0,DE,M
2024,SE,FT,Software Engineer,193000,USD,193000,DE,0,DE,M
2024,SE,FT,Software Engineer,84600,USD,84600,DE,0,DE,M
2024,MI,FT,Data Scientist,172000,USD,172000,DE,0,DE,M
2024,MI,FT,Data Scientist,75600,USD,75600,DE,0,DE,M
2024,SE,FT,Machine Learning Engineer,260000,USD,260000,DE,0,DE,M
2024,SE,FT,Machine Learning Engineer,216000,USD,216000,DE,0,DE,M
2024,MI,FT,Data Scientist,220000,USD,220000,DE,0,DE,M
2024,MI,FT,Data Scientist,96600,USD,96600,DE,0,DE,M
2024,SE,FT,AI Engineer,180000,EUR,200000,DE,100,DE,M
2024,SE,FT,AI Engineer,70000,EUR,77777,DE,100,DE,M
2024,SE,FT,AI Research Scientist,60000,EUR,66666,DE,50,DE,L
2024,MI,FT,Data Scientist,172000,USD,172000,DE,0,DE,M
2024,MI,FT,Data Scientist,75600,USD,75600,DE,0,DE,M
2024,SE,FT,Research Scientist,90000,EUR,100000,DE,0,DE,S
2024,SE,FT,Research Scientist,70000,EUR,77777,DE,0,DE,S
2024,SE,FT,Research Scientist,350000,USD,350000,DE,0,DE,M
2024,SE,FT,Research Scientist,287000,USD,287000,DE,0,DE,M
2024,SE,FT,Data Engineer,350000,USD,350000,DE,0,DE,M
2024,SE,FT,Data Engineer,287000,USD,287000,DE,0,DE,M
2024,SE,FT,Data Scientist,70000,EUR,77777,DE,0,DE,M
2024,SE,FT,Data Scientist,40000,EUR,44444,DE,0,DE,M
2024,SE,FT,Data Engineer,52000,EUR,57777,AT,0,AT,M
2024,SE,FT,Data Engineer,43000,EUR,47777,AT,0,AT,M
2024,SE,FT,Data Engineer,215000,USD,215000,DE,0,DE,M
2024,SE,FT,Data Engineer,193000,USD,193000,DE,0,DE,M
2024,MI,FT,Data Scientist,95000,GBP,118750,DE,0,DE,M
2024,MI,FT,Data Scientist,75000,GBP,93750,DE,0,DE,M
2024,SE,FT,Lead Data Scientist,95000,EUR,105555,DE,100,DE,L
2024,SE,FT,Applied Research Scientist,60000,EUR,66666,DE,0,DE,S
2024,MI,FT,Data Engineer,120000,CHF,136363,CH,50,CH,L
2024,SE,FT,Data Scientist,284500,CHF,323295,CH,50,CH,L
2024,SE,FT,BI Data Analyst,60000,EUR,66666,DE,50,DE,S
2024,MI,FT,Data Engineer,70000,EUR,77777,AT,0,AT,M
2024,MI,FT,Data Engineer,53000,EUR,58888,AT,0,AT,M
2024,SE,FT,Data Analyst,86026,EUR,95584,DE,100,DE,M
2024,SE,FT,Data Analyst,71688,EUR,79653,DE,100,DE,M
2024,EN,CT,AI Research Scientist,80000,EUR,88888,DE,0,DE,L
2024,MI,FT,Data Scientist,114000,CHF,129545,CH,50,CH,L
2023,MI,FT,Prompt Engineer,56000,EUR,60462,DE,0,DE,S
2024,MI,FT,Data Engineer,65000,EUR,72222,AT,0,AT,M
2024,MI,FT,Data Engineer,43000,EUR,47777,AT,0,AT,M
2024,SE,FT,Data Manager,149000,USD,149000,DE,0,DE,M
2024,SE,FT,Data Manager,65300,USD,65300,DE,0,DE,M
2024,EN,FT,Data Scientist,70000,EUR,77777,DE,0,DE,M
2024,EN,FT,Data Scientist,65000,EUR,72222,DE,0,DE,M
2024,MI,FT,Machine Learning Engineer,84000,EUR,93333,DE,100,DE,M
2024,EN,FT,Data Scientist,55000,EUR,61111,DE,50,DE,M
2024,MI,FT,Data Engineer,117000,EUR,130000,DE,0,DE,L
2024,MI,FT,Data Engineer,60000,EUR,66666,DE,0,DE,L
2023,EN,FT,Admin & Data Analyst,50000,USD,50000,DE,0,DE,M
2024,MI,FT,Machine Learning Engineer,150000,EUR,166666,DE,0,DE,M
2024,MI,FT,Machine Learning Engineer,120000,EUR,133333,DE,0,DE,M
2024,MI,FT,Data Operations Associate,60000,EUR,66666,DE,0,DE,M
2024,MI,FT,Data Operations Associate,50000,EUR,55555,DE,0,DE,M
2024,SE,FT,Machine Learning Engineer,212000,USD,212000,DE,0,DE,M
2024,SE,FT,Machine Learning Engineer,93300,USD,93300,DE,0,DE,M
2024,EN,PT,Data Scientist,15000,EUR,16666,DE,50,DE,M
2023,MI,FT,Data Scientist,56000,EUR,60462,DE,100,DE,L
2023,SE,FT,Machine Learning Engineer,275000,USD,275000,DE,0,DE,M
2023,SE,FT,Machine Learning Engineer,121200,USD,121200,DE,0,DE,M
2023,MI,FT,Data DevOps Engineer,88000,EUR,95012,DE,50,DE,L
2023,MI,FT,Data Analyst,39000,EUR,42107,DE,50,DE,M
2023,EN,FT,AI Engineer,35000,USD,35000,HR,100,DE,M
2023,EN,FT,AI Research Engineer,2000000,INR,24322,IN,100,CH,L
2023,SE,FT,AI Scientist,60000,EUR,64781,DE,50,DE,L
2023,SE,FT,Data Engineer,100000,EUR,107968,DE,100,DE,M
2023,SE,FT,Data Engineer,83913,EUR,90599,DE,100,DE,M
2023,SE,FT,Applied Data Scientist,60000,EUR,64781,DE,0,DE,L
2023,SE,FT,Data Engineer,72000,EUR,77737,DE,50,DE,L
2023,SE,FT,Machine Learning Engineer,105000,EUR,113366,DE,50,DE,L
2023,SE,FT,Machine Learning Engineer,189000,EUR,204060,DE,100,DE,M
2023,SE,FT,Machine Learning Engineer,130000,EUR,140358,DE,100,DE,M
2023,EN,FT,Data Scientist,95000,CHF,104024,CH,50,CH,S
2020,EN,FT,Data Analyst,42000,EUR,47899,DE,0,DE,L
2023,MI,FT,Data Analyst,55000,EUR,59382,DE,50,DE,L
2023,EN,FT,Applied Machine Learning Scientist,4000000,INR,48644,IN,100,DE,L
2023,SE,FT,Data Engineer,204500,USD,204500,DE,0,DE,M
2023,SE,FT,Data Engineer,142200,USD,142200,DE,0,DE,M
2023,MI,FT,AI Scientist,120000,USD,120000,DE,100,DE,M
2023,SE,FT,Research Engineer,275000,USD,275000,DE,0,DE,M
2023,SE,FT,Research Engineer,174000,USD,174000,DE,0,DE,M
2023,MI,FT,Applied Machine Learning Engineer,65000,EUR,70179,IN,100,DE,S
2022,EN,FT,Machine Learning Engineer,54000,CHF,56536,CH,100,CH,S
2023,EN,FT,Applied Machine Learning Scientist,40000,EUR,43187,DE,50,DE,M
2023,EN,FT,Data Scientist,112000,CHF,122638,CH,50,CH,L
2022,MI,FT,Data Scientist,70000,EUR,73546,DE,100,DE,M
2023,MI,FT,Data Scientist,56000,EUR,60462,AT,100,DE,M
2023,SE,FT,Deep Learning Researcher,115000,EUR,124163,DE,0,DE,L
2023,EN,FT,AI Developer,200000,EUR,215936,DE,100,DE,L
2023,SE,FT,BI Data Analyst,67000,EUR,72338,DE,100,DE,M
2023,EN,FT,AI Developer,60000,EUR,64781,DE,0,DE,M
2023,SE,FT,Research Engineer,100000,EUR,107968,DE,100,DE,S
2023,SE,FT,Research Engineer,80000,EUR,86374,DE,100,DE,S
2023,SE,FT,Machine Learning Engineer,275000,USD,275000,DE,0,DE,M
2023,SE,FT,Machine Learning Engineer,174000,USD,174000,DE,0,DE,M
2023,EN,FT,Data Engineer,25000,EUR,26992,DE,100,DE,L
2022,EN,FT,BI Data Analyst,58000,EUR,60938,DE,0,DE,L
2022,MI,FT,Data Scientist,61000,EUR,64090,DE,0,DE,M
2022,MI,FT,Data Scientist,58000,EUR,60938,DE,0,DE,M
2022,EN,FT,Machine Learning Research Engineer,63000,EUR,66192,DE,50,DE,L
2022,MI,FT,Machine Learning Engineer,100000,CHF,104697,CH,100,CH,L
2022,EN,FT,Machine Learning Developer,33000,USD,33000,IT,100,DE,S
2022,EN,FT,Machine Learning Scientist,33000,EUR,34672,IT,100,DE,S
2022,MI,FT,Data Scientist Lead,85000,EUR,89306,AT,50,AT,L
2022,MI,FT,Data Scientist,72000,EUR,75648,DE,100,DE,S
2022,MI,FT,Research Scientist,120000,EUR,126080,DE,0,DE,S
2022,MI,FT,Research Scientist,80000,EUR,84053,DE,0,DE,S
2022,EN,FT,Data Scientist,50000,USD,50000,US,50,DE,M
2022,MI,FT,BI Data Analyst,48000,EUR,50432,DE,100,DE,S
2022,EN,FT,Applied Data Scientist,50000,USD,50000,AT,50,AT,M
2022,MI,FT,Data Scientist,58000,EUR,60938,DE,100,DE,S
2022,MI,FT,Data Engineer,62500,EUR,65666,DE,50,DE,S
2020,EN,FT,Data Scientist,43200,EUR,49268,DE,0,DE,S
2022,MI,FT,Machine Learning Engineer,80000,EUR,84053,FR,100,DE,M
2022,MI,PT,Data Engineer,50000,EUR,52533,DE,50,DE,L
2020,EN,FT,Data Engineer,48000,EUR,54742,PK,100,DE,L
2022,EN,FT,Data Engineer,52800,EUR,55475,PK,100,DE,M
2022,MI,FT,Research Scientist,59000,EUR,61989,AT,0,AT,L
2022,MI,FT,Data Scientist,115000,CHF,120402,CH,0,CH,L
2022,SE,FT,Principal Data Scientist,148000,EUR,155499,DE,100,DE,M
2022,SE,FT,Lead Machine Learning Engineer,80000,EUR,84053,DE,0,DE,M
2020,MI,FT,Data Engineer,51999,EUR,59303,DE,100,DE,S
2021,EX,FT,Data Scientist,110000,EUR,130026,DE,50,DE,M
2021,EN,FT,Data Scientist,54000,EUR,63831,DE,50,DE,L
2020,MI,FT,Data Engineer,65000,EUR,74130,AT,50,AT,L
2021,SE,FT,Data Analytics Engineer,67000,EUR,79197,DE,100,DE,L
2021,EN,FT,Data Scientist,65000,EUR,76833,DE,100,DE,S
2021,SE,FT,Machine Learning Engineer,80000,EUR,94564,DE,50,DE,L
2020,EN,PT,Machine Learning Engineer,14000,EUR,15966,DE,100,DE,S
2020,MI,FT,Data Scientist,70000,EUR,79833,DE,0,DE,L
2021,EN,FT,Machine Learning Engineer,85000,USD,85000,NL,100,DE,S
2021,EN,FT,Data Scientist,65000,EUR,76833,DE,0,DE,L
2021,EN,FT,Data Engineer,55000,EUR,65013,DE,50,DE,M
2021,MI,FT,Data Scientist,21600,EUR,25532,RS,100,DE,S
2021,SE,FT,Data Analyst,54000,EUR,63831,DE,50,DE,L
2021,EX,FT,Data Scientist,120000,EUR,141846,DE,0,DE,L
2021,EN,FT,Machine Learning Engineer,21000,EUR,24823,DE,50,DE,M
2021,MI,FT,Data Scientist,76760,EUR,90734,DE,50,DE,L
2021,MI,FT,Data Scientist,52000,EUR,61467,DE,50,AT,M
2021,MI,FT,Data Scientist,75000,EUR,88654,DE,50,DE,L
2020,EN,FT,Data Scientist,55000,EUR,62726,DE,50,DE,S
2021,MI,FT,Data Scientist,76760,EUR,90734,DE,50,DE,L
2021,SE,FT,Principal Data Scientist,147000,EUR,173762,DE,100,DE,M
2020,SE,FT,Principal Data Scientist,130000,EUR,148261,DE,100,DE,M
2020,SE,FT,Data Scientist,80000,EUR,91237,AT,0,AT,S
